client_id,sessions-sum-client_id,sessions-count_not_na-client_id,sessions-max-client_id,sessions-count_nonzero-client_id,sessions-mean-client_id,sessions-sum_per_lead-client_id,sessions-count_not_na_per_lead-client_id,sessions-count_nonzero_per_lead-client_id,hits-sum-client_id,hits-count_not_na-client_id,hits-max-client_id,hits-count_nonzero-client_id,hits-mean-client_id,hits-sum_per_lead-client_id,hits-count_not_na_per_lead-client_id,hits-count_nonzero_per_lead-client_id,unique_events-sum-client_id,unique_events-count_not_na-client_id,unique_events-max-client_id,unique_events-count_nonzero-client_id,unique_events-mean-client_id,unique_events-sum_per_lead-client_id,unique_events-count_not_na_per_lead-client_id,unique_events-count_nonzero_per_lead-client_id,session_duration-sum-client_id,session_duration-count_not_na-client_id,session_duration-max-client_id,session_duration-count_nonzero-client_id,session_duration-mean-client_id,session_duration-sum_per_lead-client_id,session_duration-count_not_na_per_lead-client_id,session_duration-count_nonzero_per_lead-client_id,page_per_session-sum-client_id,page_per_session-count_not_na-client_id,page_per_session-max-client_id,page_per_session-count_nonzero-client_id,page_per_session-mean-client_id,page_per_session-sum_per_lead-client_id,page_per_session-count_not_na_per_lead-client_id,page_per_session-count_nonzero_per_lead-client_id,enquiries-sum-client_id,enquiries-count_not_na-client_id,enquiries-max-client_id,enquiries-count_nonzero-client_id,enquiries-mean-client_id,enquiries-sum_per_lead-client_id,enquiries-count_not_na_per_lead-client_id,enquiries-count_nonzero_per_lead-client_id,pageviews-sum-client_id,pageviews-count_not_na-client_id,pageviews-max-client_id,pageviews-count_nonzero-client_id,pageviews-mean-client_id,pageviews-sum_per_lead-client_id,pageviews-count_not_na_per_lead-client_id,pageviews-count_nonzero_per_lead-client_id,time_on_page-sum-client_id,time_on_page-count_not_na-client_id,time_on_page-max-client_id,time_on_page-count_nonzero-client_id,time_on_page-mean-client_id,time_on_page-sum_per_lead-client_id,time_on_page-count_not_na_per_lead-client_id,time_on_page-count_nonzero_per_lead-client_id,avg_time_on_page-sum-client_id,avg_time_on_page-count_not_na-client_id,avg_time_on_page-max-client_id,avg_time_on_page-count_nonzero-client_id,avg_time_on_page-mean-client_id,avg_time_on_page-sum_per_lead-client_id,avg_time_on_page-count_not_na_per_lead-client_id,avg_time_on_page-count_nonzero_per_lead-client_id,property_search-sum-client_id,property_search-count_not_na-client_id,property_search-max-client_id,property_search-count_nonzero-client_id,property_search-mean-client_id,property_search-sum_per_lead-client_id,property_search-count_not_na_per_lead-client_id,property_search-count_nonzero_per_lead-client_id,lead_dropped-sum-client_id,lead_dropped-count_not_na-client_id,lead_dropped-max-client_id,lead_dropped-count_nonzero-client_id,lead_dropped-mean-client_id,lead_dropped-sum_per_lead-client_id,lead_dropped-count_not_na_per_lead-client_id,lead_dropped-count_nonzero_per_lead-client_id,bounce_rate-sum-client_id,bounce_rate-count_not_na-client_id,bounce_rate-max-client_id,bounce_rate-count_nonzero-client_id,bounce_rate-mean-client_id,bounce_rate-sum_per_lead-client_id,bounce_rate-count_not_na_per_lead-client_id,bounce_rate-count_nonzero_per_lead-client_id,total_events-sum-client_id,total_events-count_not_na-client_id,total_events-max-client_id,total_events-count_nonzero-client_id,total_events-mean-client_id,total_events-sum_per_lead-client_id,total_events-count_not_na_per_lead-client_id,total_events-count_nonzero_per_lead-client_id,timestamp-gap-client_id,social_source_referral-value-client_id,contact_us_click-value-client_id,app_downloads-value-client_id,source-mode-client_id,source-search-count-client_id,source-leasing_website-count-client_id,source-chat_media-count-client_id,source-client-count-client_id,source-direct-count-client_id,source-google-count-client_id,source-email-count-client_id,device_category-count_mobile-client_id,device_category-count_tablet-client_id,event_category-count_Property View-client_id,event_category-count_Client ID-client_id,event_category-count_Property Search-client_id,event_category-count_Scroll Depth-client_id,event_category-count_Property Search Field-client_id,event_category-count_Image View-client_id,event_category-count_Property Form Field-client_id,event_category-count_Property Lead Form-client_id,event_category-count_Inventory Residential Lead-client_id,event_category-count_App Download-client_id,event_category-count_Property Residential Lead-client_id,event_category-count_addthis-client_id,event_category-count_Contact Us-client_id,event_category-count_Promo-client_id,event_category-count_Property Commercial Lead-client_id,event_category-count_Inventory Commercial Lead-client_id,event_category-count_Property Freehold Lead-client_id,event_category-count_Happiness Survey Form-client_id,event_category-count_Outbound links-client_id,event_category-count_Download Form-client_id
6.48035e+18,1,49,1,1,0.02040816326530612,0.5,24.5,0.5,162.0,28,11.0,28,5.785714285714286,81.0,14.0,14.0,28,49,3,21,0.5714285714285714,14.0,24.5,10.5,1835.0,28,1835.0,1,65.53571428571429,917.5,14.0,0.5,3.0,28,1.0,3,0.10714285714285714,1.5,14.0,1.5,0.0,28,0.0,0,0.0,0.0,14.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,2,49,1,2,0.04081632653061224,1.0,24.5,1.0,0.0,28,0.0,0,0.0,0.0,14.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,google,0,0,0,0,0,28,0,0,0,16,17,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.48217e+18,3,76,1,3,0.039473684210526314,3.0,76.0,3.0,83.0,12,15.0,12,6.916666666666667,83.0,12.0,12.0,89,76,6,67,1.1710526315789473,89.0,76.0,67.0,1262.0,12,1079.0,2,105.16666666666667,1262.0,12.0,2.0,2.0,12,1.0,2,0.16666666666666666,2.0,12.0,2.0,0.0,12,0.0,0,0.0,0.0,12.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,1,76,1,1,0.013157894736842105,1.0,76.0,1.0,0.0,12,0.0,0,0.0,0.0,12.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,google,0,0,0,0,0,12,0,0,0,9,45,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0
6.49317e+18,8,75,1,8,0.10666666666666667,8.0,75.0,8.0,82.0,12,12.0,12,6.833333333333333,82.0,12.0,12.0,113,75,6,64,1.5066666666666666,113.0,75.0,64.0,624.0,12,464.0,2,52.0,624.0,12.0,2.0,2.0,12,1.0,2,0.16666666666666666,2.0,12.0,2.0,0.0,12,0.0,0,0.0,0.0,12.0,0.0,54.0,24,4.0,24,2.25,54.0,24.0,24.0,1250.0,24,131.0,22,52.083333333333336,1250.0,24.0,22.0,683.33333334,24,77.0,22,28.472222222499997,683.33333334,24.0,22.0,0.0,24,0.0,0,0.0,0.0,24.0,0.0,1,75,1,1,0.013333333333333334,1.0,75.0,1.0,100.0,12,100.0,1,8.333333333333334,100.0,12.0,1.0,110.0,24,8.0,24,4.583333333333333,110.0,24.0,24.0,0.0,False,False,False,direct,0,0,0,0,0,0,0,24,0,19,21,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.49711e+18,3,18,1,3,0.16666666666666666,3.0,18.0,3.0,15.0,4,6.0,4,3.75,15.0,4.0,4.0,26,18,4,16,1.4444444444444444,26.0,18.0,16.0,286.0,4,286.0,1,71.5,286.0,4.0,1.0,1.0,4,1.0,1,0.25,1.0,4.0,1.0,0.0,4,0.0,0,0.0,0.0,4.0,0.0,10.0,8,2.0,6,1.25,10.0,8.0,6.0,572.0,8,144.0,4,71.5,572.0,8.0,4.0,286.0,8,72.0,4,35.75,286.0,8.0,4.0,0.0,8,0.0,0,0.0,0.0,8.0,0.0,1,18,1,1,0.05555555555555555,1.0,18.0,1.0,0.0,4,0.0,0,0.0,0.0,4.0,0.0,20.0,8,4.0,8,2.5,20.0,8.0,8.0,0.0,False,False,False,direct,0,0,0,0,0,0,0,8,0,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4975e+18,1,148,1,1,0.006756756756756757,0.5,74.0,0.5,117.0,17,15.0,17,6.882352941176471,58.5,8.5,8.5,158,148,6,122,1.0675675675675675,79.0,74.0,61.0,1594.0,17,1594.0,1,93.76470588235294,797.0,8.5,0.5,1.0,17,1.0,1,0.058823529411764705,0.5,8.5,0.5,0.0,17,0.0,0,0.0,0.0,8.5,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,2,148,1,2,0.013513513513513514,1.0,74.0,1.0,0.0,17,0.0,0,0.0,0.0,8.5,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,google,0,0,0,0,0,17,0,0,0,33,88,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.50967e+18,6,152,1,6,0.039473684210526314,2.0,50.666666666666664,2.0,323.0,61,18.0,61,5.295081967213115,107.66666666666667,20.333333333333332,20.333333333333332,106,152,6,75,0.6973684210526315,35.333333333333336,50.666666666666664,25.0,8665.0,61,2433.0,5,142.04918032786884,2888.3333333333335,20.333333333333332,1.6666666666666667,4.0,61,1.0,4,0.06557377049180328,1.3333333333333333,20.333333333333332,1.3333333333333333,0.0,61,0.0,0,0.0,0.0,20.333333333333332,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,3,152,1,3,0.019736842105263157,1.0,50.666666666666664,1.0,0.0,61,0.0,0,0.0,0.0,20.333333333333332,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,search,0,0,0,0,0,0,0,0,0,42,75,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
6.51095e+18,26,467,1,26,0.055674518201284794,13.0,233.5,13.0,691.0,101,20.0,101,6.841584158415841,345.5,50.5,50.5,556,467,12,332,1.1905781584582442,278.0,233.5,166.0,8290.0,101,1758.0,17,82.07920792079207,4145.0,50.5,8.5,9.0,101,1.0,9,0.0891089108910891,4.5,50.5,4.5,2.0,101,1.0,2,0.019801980198019802,1.0,50.5,1.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,2,467,1,2,0.004282655246252677,1.0,233.5,1.0,0.0,101,0.0,0,0.0,0.0,50.5,0.0,0.0,0,,0,,0.0,0.0,0.0,21048.0,False,False,False,google,0,0,0,0,0,95,0,0,0,61,131,14,132,2,1,27,2,2,0,0,0,0,0,0,0,0,0,0,0
6.51492e+18,1,93,1,1,0.010752688172043012,1.0,93.0,1.0,0.0,0,,0,,0.0,0.0,0.0,80,93,5,57,0.8602150537634409,80.0,93.0,57.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,1,93,1,1,0.010752688172043012,1.0,93.0,1.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,,False,False,False,,0,0,0,0,0,0,0,0,0,13,13,3,30,10,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0
6.5193e+18,15,595,1,15,0.025210084033613446,5.0,198.33333333333334,5.0,787.0,115,25.0,115,6.843478260869565,262.3333333333333,38.333333333333336,38.333333333333336,546,595,8,360,0.9176470588235294,182.0,198.33333333333334,120.0,8313.0,115,2653.0,12,72.28695652173913,2771.0,38.333333333333336,4.0,12.0,115,1.0,12,0.10434782608695652,4.0,38.333333333333336,4.0,0.0,115,0.0,0,0.0,0.0,38.333333333333336,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,3,595,1,3,0.005042016806722689,1.0,198.33333333333334,1.0,0.0,115,0.0,0,0.0,0.0,38.333333333333336,0.0,0.0,0,,0,,0.0,0.0,0.0,10964.0,False,False,False,google,0,0,0,0,0,115,0,0,0,139,203,26,92,7,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0
6.5273e+18,2,86,1,2,0.023255813953488372,2.0,86.0,2.0,121.0,22,13.0,22,5.5,121.0,22.0,22.0,76,86,4,56,0.8837209302325582,76.0,86.0,56.0,2260.0,22,2260.0,1,102.72727272727273,2260.0,22.0,1.0,1.0,22,1.0,1,0.045454545454545456,1.0,22.0,1.0,0.0,22,0.0,0,0.0,0.0,22.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,2,86,1,2,0.023255813953488372,2.0,86.0,2.0,0.0,22,0.0,0,0.0,0.0,22.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,google,0,0,0,0,0,22,0,0,0,20,42,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.53759e+18,1,119,1,1,0.008403361344537815,0.25,29.75,0.25,189.0,35,12.0,35,5.4,47.25,8.75,8.75,89,119,5,65,0.7478991596638656,22.25,29.75,16.25,1796.0,35,1796.0,1,51.31428571428572,449.0,8.75,0.25,1.0,35,1.0,1,0.02857142857142857,0.25,8.75,0.25,0.0,35,0.0,0,0.0,0.0,8.75,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,4,119,1,4,0.03361344537815126,1.0,29.75,1.0,0.0,35,0.0,0,0.0,0.0,8.75,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,google,0,0,0,0,0,35,0,0,0,37,48,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
6.5395e+18,4,90,1,4,0.044444444444444446,2.0,45.0,2.0,91.0,21,9.0,21,4.333333333333333,45.5,10.5,10.5,88,90,3,63,0.9777777777777777,44.0,45.0,31.5,5078.0,21,3979.0,2,241.8095238095238,2539.0,10.5,1.0,2.0,21,1.0,2,0.09523809523809523,1.0,10.5,1.0,0.0,21,0.0,0,0.0,0.0,10.5,0.0,57.0,39,3.0,39,1.4615384615384615,28.5,19.5,19.5,11429.0,39,963.0,36,293.05128205128204,5714.5,19.5,18.0,10141.0,39,963.0,36,260.02564102564105,5070.5,19.5,18.0,0.0,39,0.0,0,0.0,0.0,19.5,0.0,2,90,1,2,0.022222222222222223,1.0,45.0,1.0,0.0,21,0.0,0,0.0,0.0,10.5,0.0,116.0,39,6.0,39,2.9743589743589745,58.0,19.5,19.5,30.0,False,False,False,google,0,0,0,0,0,17,0,39,0,20,35,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.54116e+18,10,79,1,10,0.12658227848101267,5.0,39.5,5.0,82.0,22,8.0,22,3.727272727272727,41.0,11.0,11.0,81,79,4,56,1.0253164556962024,40.5,39.5,28.0,948.0,22,380.0,4,43.09090909090909,474.0,11.0,2.0,6.0,22,1.0,6,0.2727272727272727,3.0,11.0,3.0,0.0,22,0.0,0,0.0,0.0,11.0,0.0,43.0,39,2.0,39,1.1025641025641026,21.5,19.5,19.5,2186.0,39,152.0,28,56.05128205128205,1093.0,19.5,14.0,2047.0,39,152.0,28,52.48717948717949,1023.5,19.5,14.0,0.0,39,0.0,0,0.0,0.0,19.5,0.0,2,79,1,2,0.02531645569620253,1.0,39.5,1.0,0.0,22,0.0,0,0.0,0.0,11.0,0.0,104.0,39,6.0,39,2.6666666666666665,52.0,19.5,19.5,0.0,False,False,False,google,0,0,0,0,0,22,0,39,0,19,20,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.54711e+18,1,8,1,1,0.125,1.0,8.0,1.0,8.0,2,4.0,2,4.0,8.0,2.0,2.0,12,8,3,8,1.5,12.0,8.0,8.0,160.0,2,160.0,1,80.0,160.0,2.0,1.0,0.0,2,0.0,0,0.0,0.0,2.0,0.0,1.0,2,1.0,1,0.5,1.0,2.0,1.0,2.0,2,1.0,2,1.0,2.0,2.0,2.0,160.0,2,160.0,1,80.0,160.0,2.0,1.0,160.0,2,160.0,1,80.0,160.0,2.0,1.0,0.0,2,0.0,0,0.0,0.0,2.0,0.0,1,8,1,1,0.125,1.0,8.0,1.0,0.0,2,0.0,0,0.0,0.0,2.0,0.0,6.0,2,3.0,2,3.0,6.0,2.0,2.0,0.0,False,False,False,google,0,0,0,0,0,2,0,2,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6.5621e+18,13,152,1,13,0.08552631578947369,2.1666666666666665,25.333333333333332,2.1666666666666665,293.0,61,10.0,61,4.80327868852459,48.833333333333336,10.166666666666666,10.166666666666666,141,152,5,97,0.9276315789473685,23.5,25.333333333333332,16.166666666666668,3017.0,61,1275.0,7,49.459016393442624,502.8333333333333,10.166666666666666,1.1666666666666667,6.0,61,1.0,6,0.09836065573770492,1.0,10.166666666666666,1.0,0.0,61,0.0,0,0.0,0.0,10.166666666666666,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,6,152,1,6,0.039473684210526314,1.0,25.333333333333332,1.0,100.0,61,100.0,1,1.639344262295082,16.666666666666668,10.166666666666666,0.16666666666666666,0.0,0,,0,,0.0,0.0,0.0,888.0,False,False,False,google,0,0,0,0,0,61,0,0,0,39,57,12,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
6.56812e+18,3,15,1,3,0.2,3.0,15.0,3.0,19.0,4,6.0,4,4.75,19.0,4.0,4.0,19,15,4,13,1.2666666666666666,19.0,15.0,13.0,369.0,4,362.0,2,92.25,369.0,4.0,2.0,0.0,4,0.0,0,0.0,0.0,4.0,0.0,1.0,4,1.0,1,0.25,1.0,4.0,1.0,4.0,4,1.0,4,1.0,4.0,4.0,4.0,369.0,4,272.0,3,92.25,369.0,4.0,3.0,362.0,4,272.0,2,90.5,362.0,4.0,2.0,0.0,4,0.0,0,0.0,0.0,4.0,0.0,1,15,1,1,0.06666666666666667,1.0,15.0,1.0,0.0,4,0.0,0,0.0,0.0,4.0,0.0,12.0,4,4.0,4,3.0,12.0,4.0,4.0,1.0000000000000002,False,True,False,google,0,0,0,0,0,3,0,4,0,0,4,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6.57127e+18,3,16,1,3,0.1875,inf,inf,inf,16.0,3,6.0,3,5.333333333333333,inf,inf,inf,20,16,5,13,1.25,inf,inf,inf,93.0,3,91.0,2,31.0,inf,inf,inf,0.0,3,0.0,0,0.0,,inf,,2.0,3,1.0,2,0.6666666666666666,inf,inf,inf,3.0,3,1.0,3,1.0,inf,inf,inf,93.0,3,90.0,3,31.0,inf,inf,inf,90.0,3,90.0,1,30.0,inf,inf,inf,0.0,0,,0,,,,,2,16,1,2,0.125,inf,inf,inf,0.0,3,0.0,0,0.0,,inf,,13.0,3,5.0,3,4.333333333333333,inf,inf,inf,0.0,False,False,False,leasing_website,0,0,0,0,0,0,0,3,0,0,2,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6.57282e+18,1,27,1,1,0.037037037037037035,1.0,27.0,1.0,31.0,5,14.0,5,6.2,31.0,5.0,5.0,31,27,4,19,1.1481481481481481,31.0,27.0,19.0,645.0,5,645.0,1,129.0,645.0,5.0,1.0,1.0,5,1.0,1,0.2,1.0,5.0,1.0,0.0,5,0.0,0,0.0,0.0,5.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,1,27,1,1,0.037037037037037035,1.0,27.0,1.0,0.0,5,0.0,0,0.0,0.0,5.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,google,0,0,0,0,0,5,0,0,0,8,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.57653e+18,4,94,1,4,0.0425531914893617,2.0,47.0,2.0,135.0,28,15.0,28,4.821428571428571,67.5,14.0,14.0,78,94,4,48,0.8297872340425532,39.0,47.0,24.0,1927.0,28,1927.0,1,68.82142857142857,963.5,14.0,0.5,1.0,28,1.0,1,0.03571428571428571,0.5,14.0,0.5,0.0,28,0.0,0,0.0,0.0,14.0,0.0,68.0,45,5.0,43,1.511111111111111,34.0,22.5,21.5,4889.0,45,319.0,43,108.64444444444445,2444.5,22.5,21.5,3925.9,45,241.0,43,87.24222222222222,1962.95,22.5,21.5,0.0,45,0.0,0,0.0,0.0,22.5,0.0,2,94,1,2,0.02127659574468085,1.0,47.0,1.0,0.0,28,0.0,0,0.0,0.0,14.0,0.0,148.0,45,10.0,45,3.2888888888888888,74.0,22.5,22.5,0.0,False,False,False,google,0,0,0,0,0,28,0,45,0,26,31,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.58618e+18,2,63,1,2,0.031746031746031744,1.0,31.5,1.0,195.0,27,14.0,27,7.222222222222222,97.5,13.5,13.5,46,63,3,28,0.7301587301587301,23.0,31.5,14.0,767.0,27,767.0,1,28.40740740740741,383.5,13.5,0.5,8.0,27,1.0,8,0.2962962962962963,4.0,13.5,4.0,0.0,27,0.0,0,0.0,0.0,13.5,0.0,82.0,38,4.0,38,2.1578947368421053,41.0,19.0,19.0,3082.0,38,139.0,36,81.10526315789474,1541.0,19.0,18.0,1781.5,38,139.0,36,46.88157894736842,890.75,19.0,18.0,0.0,38,0.0,0,0.0,0.0,19.0,0.0,2,63,1,2,0.031746031746031744,1.0,31.5,1.0,0.0,27,0.0,0,0.0,0.0,13.5,0.0,176.0,38,10.0,36,4.631578947368421,88.0,19.0,18.0,0.0,False,False,False,direct,0,0,0,0,0,0,0,38,0,18,18,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6.58755e+18,2,22,1,2,0.09090909090909091,2.0,22.0,2.0,30.0,5,12.0,5,6.0,30.0,5.0,5.0,36,22,9,16,1.6363636363636365,36.0,22.0,16.0,144.0,5,144.0,1,28.8,144.0,5.0,1.0,3.0,5,1.0,3,0.6,3.0,5.0,3.0,0.0,5,0.0,0,0.0,0.0,5.0,0.0,10.0,8,2.0,8,1.25,10.0,8.0,8.0,288.0,8,94.0,4,36.0,288.0,8.0,4.0,194.0,8,50.0,4,24.25,194.0,8.0,4.0,0.0,8,0.0,0,0.0,0.0,8.0,0.0,2,22,1,2,0.09090909090909091,2.0,22.0,2.0,0.0,5,0.0,0,0.0,0.0,5.0,0.0,42.0,8,11.0,8,5.25,42.0,8.0,8.0,0.0,False,False,False,leasing_website,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,10,2,0,0,2,0,0,0,0,0,0,0,0,0
6.60222e+18,35,77,2,31,0.45454545454545453,35.0,77.0,31.0,81.0,24,7.0,24,3.375,81.0,24.0,24.0,123,77,4,70,1.5974025974025974,123.0,77.0,70.0,2323.0,24,1968.0,4,96.79166666666667,2323.0,24.0,4.0,2.0,24,1.0,2,0.08333333333333333,2.0,24.0,2.0,0.0,24,0.0,0,0.0,0.0,24.0,0.0,38.0,26,2.0,26,1.4615384615384615,38.0,26.0,26.0,4644.0,26,1621.0,16,178.6153846153846,4644.0,26.0,16.0,4603.0,26,1621.0,14,177.03846153846155,4603.0,26.0,14.0,0.0,26,0.0,0,0.0,0.0,26.0,0.0,1,77,1,1,0.012987012987012988,1.0,77.0,1.0,0.0,24,0.0,0,0.0,0.0,24.0,0.0,82.0,26,5.0,26,3.1538461538461537,82.0,26.0,26.0,18.0,False,False,False,google,0,0,0,0,0,14,0,26,0,18,19,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6.60819e+18,3,12,1,3,0.25,inf,inf,inf,20.0,8,4.0,8,2.5,inf,inf,inf,8,12,2,7,0.6666666666666666,inf,inf,inf,506.0,8,310.0,2,63.25,inf,inf,inf,2.0,8,1.0,2,0.25,inf,inf,inf,0.0,8,0.0,0,0.0,,inf,,0.0,0,,0,,,,,0.0,0,,0,,,,,0.0,0,,0,,,,,0.0,0,,0,,,,,0,12,0,0,0.0,,inf,,0.0,8,0.0,0,0.0,,inf,,0.0,0,,0,,,,,0.0,False,False,False,direct,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.61314e+18,44,883,1,44,0.04983012457531144,7.333333333333333,147.16666666666666,7.333333333333333,1552.0,297,15.0,297,5.225589225589226,258.6666666666667,49.5,49.5,749,883,5,565,0.8482446206115515,124.83333333333333,147.16666666666666,94.16666666666667,25014.0,297,7216.0,24,84.22222222222223,4169.0,49.5,4.0,25.0,297,1.0,25,0.08417508417508418,4.166666666666667,49.5,4.166666666666667,0.0,297,0.0,0,0.0,0.0,49.5,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,7,883,1,7,0.007927519818799546,1.1666666666666667,147.16666666666666,1.1666666666666667,0.0,297,0.0,0,0.0,0.0,49.5,0.0,0.0,0,,0,,0.0,0.0,0.0,8087.000000000001,False,False,False,google,0,0,0,0,0,257,0,0,0,223,485,13,1,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0
6.62084e+18,5,55,1,5,0.09090909090909091,inf,inf,inf,55.0,10,16.0,10,5.5,inf,inf,inf,69,55,7,40,1.2545454545454546,inf,inf,inf,389.0,10,230.0,3,38.9,inf,inf,inf,1.0,10,1.0,1,0.1,inf,inf,inf,1.0,10,1.0,1,0.1,inf,inf,inf,9.0,10,2.0,8,0.9,inf,inf,inf,390.0,10,154.0,7,39.0,inf,inf,inf,384.0,10,154.0,5,38.4,inf,inf,inf,1.0,6,1.0,1,0.16666666666666666,inf,inf,inf,1,55,1,1,0.01818181818181818,inf,inf,inf,0.0,10,0.0,0,0.0,,inf,,46.0,10,14.0,10,4.6,inf,inf,inf,374397.0,False,False,True,google,0,0,0,0,0,6,0,10,0,5,9,2,18,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6.63605e+18,11,111,1,11,0.0990990990990991,11.0,111.0,11.0,174.0,45,12.0,45,3.8666666666666667,174.0,45.0,45.0,104,111,6,78,0.9369369369369369,104.0,111.0,78.0,3616.0,45,2052.0,6,80.35555555555555,3616.0,45.0,6.0,4.0,45,1.0,4,0.08888888888888889,4.0,45.0,4.0,0.0,45,0.0,0,0.0,0.0,45.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,0.0,0,,0,,0.0,0.0,0.0,1,111,1,1,0.009009009009009009,1.0,111.0,1.0,200.0,45,100.0,2,4.444444444444445,200.0,45.0,2.0,0.0,0,,0,,0.0,0.0,0.0,0.0,False,False,False,direct,0,0,0,0,0,0,0,0,0,12,72,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
